date,e0,e_end,plan_cost,adj_purchase_cost,breach_cost,uplift_cost,adj_cost,em_cost,total_cost,plan_kWh,adj_kWh,dev_kWh,over_kWh,under_kWh,em_kWh,curt_kWh
2025-02-19,2210.91331997222,1764.252399314815,48872.45373122856,50637.38475108193,50.304694158579935,932.7702040852633,983.0748982438433,4638.654893458635,56259.1145427844,74164.76752882716,76120.34539410376,2296.689781748825,2126.1338235127196,170.55595823610565,919.546790049998,332.9611596193364
2025-02-20,1764.252399314815,2253.7234510925896,51855.93590030064,50385.90907662752,1020.5987841964476,285.58537235988894,1306.1841565563366,2889.9965144494245,54582.08974763328,77891.15620445815,75658.12589452427,3224.410001044999,495.68984555555573,2728.720155489443,559.6129689555613,506.67610903291984
2025-02-21,2253.7234510925896,2208.0266518518506,13950.419452123439,14525.08264643074,2.0096383945651103e-13,287.3315971536513,287.3315971536515,831.5919942895836,15644.006237873973,33333.42437504115,33971.92352680782,638.4991517666689,638.4991517666678,1.1609006913904902e-12,176.91164583333335,5275.916764999998
2025-02-22,2208.0266518518506,1991.4032918981522,14125.977784708693,14600.025738055454,21.048182550805727,258.07215922418715,279.1203417749929,1018.9668448666644,15898.11292469711,33445.35117220164,33951.9326714247,664.1710192230585,585.376259223058,78.79476000000048,203.50961666666618,3209.5109363888864
2025-02-23,1991.4032918981522,2043.0429334537023,50857.9124163991,50067.83146520396,1194.8305008987563,799.7900253011878,1994.6205261999442,2838.27342121358,54900.725412617496,77239.88842704732,75591.7942435382,4401.256972142467,1376.581394316676,3024.6755778257907,519.5103364027768,328.6115155555557
2025-02-24,2043.0429334537023,2043.4300860925946,49174.110442962854,48700.004383327614,653.7614678171738,416.70843799955526,1070.469905816729,254.81556810111192,50025.28985724546,73937.24182688272,73289.5227550219,2307.9472911433145,830.1141096412521,1477.8331815020624,49.99397555555572,1140.9920162962935
2025-02-25,2043.4300860925946,2093.533287908705,49442.73151336351,45749.57997021616,2281.838396850054,435.26262527637635,2717.10102212643,1284.0859494634278,49750.76694180602,76538.1249422565,71097.42814090298,6780.069446253521,669.6863224499982,6110.383123803522,255.11898259166645,1329.8151438888888
2025-02-26,2093.533287908705,2024.0988394259264,44563.12991819078,47480.14412304139,0.0,1458.5071024253086,1458.5071024253086,3430.039918883892,52368.691144350596,69020.77469177838,72673.63452008262,3652.859828304224,3652.859828304224,0.0,644.9044887888905,300.5324446399161
2025-02-27,2024.0988394259264,2313.1290130000007,44968.76359497884,45899.74094934134,230.05349296973142,695.5421701509877,925.5956631207191,3287.620592237432,50112.9572046995,70533.07307058643,71313.4115845354,2363.758022865303,1572.0482684071385,791.7097544581644,618.2246846777741,354.4661960596762
2025-02-28,2313.1290130000007,2144.6633872222255,13332.398508138562,13506.94401053929,68.31169605269432,155.58444725305782,223.89614330575213,1174.67408541667,14905.514239261713,32456.417367150207,32630.640948866872,556.0963906055558,365.15998616111176,190.936404444444,281.999700000001,6583.613218333334
2025-03-01,2144.6633872222255,2017.8536174351857,14392.538627355838,14327.67992994534,153.86712908413892,121.43778037889037,275.3049094630293,270.6549668658433,14873.639806274212,35628.80390148147,35390.56523623147,718.135050861109,239.9481928055533,478.18685805555566,55.56437833333531,8773.32759797324
2025-03-02,2017.8536174351857,1951.667329888889,52859.897699206165,51556.409100260615,1422.047194584024,770.3028951112443,2192.3500896952683,237.86305680357842,53986.62224675946,79860.07348211776,78197.66326107681,5028.157046582781,1682.8734127709188,3345.2836338118623,42.700958408332,1535.8323180692687
2025-03-03,1951.667329888889,1884.3521275740743,53998.81306272882,50505.44246866634,2269.3434146184863,522.6581175872427,2792.001532205729,109.85836688473547,53407.302367756805,81866.2173470679,77101.46351883339,6808.165220023381,1021.7056958944434,5786.459524128937,34.53357320833464,685.0687936934182
