date,e0,e_end,plan_cost,em_cost,total_cost,plan_kWh,em_kWh,curt_kWh
2025-02-26,1745.6858015277796,1669.3152953611134,50212.5648974465,75.3201312499991,50287.8850286965,76023.47802971193,14.699479166666492,3323.7216139300444
2025-02-27,1669.3152953611134,1904.5852467129655,48187.35474074909,2385.9064930574145,50573.26123380651,75112.02908087449,450.7705422166647,4114.210156152269
2025-02-28,1904.5852467129655,1867.773716861116,14145.327075642166,0.0,14145.327075642166,34113.22252062757,0.0,7632.72117175926
2025-03-01,1867.773716861116,1655.1658130370283,14017.553165278712,0.0,14017.553165278712,33932.338525627565,0.0,7394.658050977368
2025-03-02,1655.1658130370283,1415.9725839444445,49787.12180613753,10144.81809045108,59931.939896588614,76052.50562205762,1625.3228838166617,1396.616779032926
2025-03-03,1415.9725839444445,1306.7557250185184,50621.97041405057,2293.878806303709,52915.84922035428,77405.40491005144,384.28168317499563,1369.361513261319
2025-03-04,1306.7557250185184,1682.2186248518542,51805.99603111991,0.0,51805.99603111991,78905.85179235597,0.0,5112.522919773652
2025-03-05,1682.2186248518542,1761.717527888887,50704.36178688915,15.835160000000387,50720.196946889155,78600.36810084363,3.286666666666747,8495.32478851852
2025-03-06,1761.717527888887,1905.8553075277787,49692.081347398605,0.0,49692.081347398605,77023.33612593982,0.0,6942.257991145584
2025-03-07,1905.8553075277787,1980.037131240742,13757.017992508088,0.0,13757.017992508088,33254.77466622428,0.0,9334.819659958848
2025-03-08,1980.037131240742,1809.6252898796265,13298.27998684958,0.0,13298.27998684958,32156.666725277773,0.0,10326.596320946504
2025-03-09,1809.6252898796265,1762.0561373518512,45638.62136663406,0.0,45638.62136663406,72692.55539816347,0.0,5231.95094837953
2025-03-10,1762.0561373518512,1382.5741531666672,46788.17110769708,1077.5252216338858,47865.69632933097,72064.79456360082,203.64227151667012,384.068508312762
2025-03-11,1382.5741531666672,1816.8823147407415,46665.97368028038,0.0,46665.97368028038,73233.38220328189,0.0,4802.88178936214
2025-03-12,1816.8823147407415,1500.6645454722204,44999.83552495616,0.0,44999.83552495616,71832.15842268518,0.0,5703.913793508229
2025-03-13,1500.6645454722204,1621.200912574074,45833.02691890178,5051.915171280612,50884.94209018239,71545.64426268518,827.1073385916679,579.2179170164575
2025-03-14,1621.200912574074,2002.590788157406,12747.553442775064,0.0,12747.553442775064,31350.074817160486,0.0,12009.074855936211
2025-03-15,2002.590788157406,1256.0735442592577,12747.381222200152,0.0,12747.381222200152,30368.85111575103,0.0,7262.638136574073
2025-03-16,1256.0735442592577,1961.9237155462974,45137.2980995446,8.081100000000493,45145.3791995446,72390.53217951646,1.6400000000001,4170.330984650207
2025-03-17,1961.9237155462974,1939.8511764074105,43929.4012544859,0.0,43929.4012544859,71870.60755169753,0.0,10361.335731769559
2025-03-18,1939.8511764074105,2017.1838516018522,42928.65197052363,988.0323357003114,43916.68430622394,69354.23119375513,205.04700027499976,4249.280523333338
2025-03-19,2017.1838516018522,1994.4316447870362,42260.022063219236,0.0,42260.022063219236,68953.8034344753,0.0,5497.04330346709
2025-03-20,1994.4316447870362,1720.4334258796298,42027.63594106324,1074.3082232332827,43101.944164296525,67284.82630488682,162.42942594999738,1433.9840953497917
2025-03-21,1720.4334258796298,1800.5859323796292,12075.340840722583,0.0,12075.340840722583,30051.518510483533,0.0,15078.66229141975
2025-03-22,1800.5859323796292,1928.6414950462972,12199.15898593019,0.0,12199.15898593019,30007.881624567897,0.0,11240.58837151235
2025-03-23,1928.6414950462972,1592.6491947037032,41009.433100532275,0.0,41009.433100532275,67037.63666204731,0.0,4707.977758744857
2025-03-24,1592.6491947037032,1808.2310700462965,41133.48750431634,0.0,41133.48750431634,67181.25053659464,0.0,5020.121272705761
2025-03-25,1808.2310700462965,1549.3984078055548,40276.7325061669,0.0,40276.7325061669,65901.91030173868,0.0,1109.2804841769625
2025-03-26,1549.3984078055548,1836.5847479722229,40746.82415407957,0.0,40746.82415407957,67371.66662771604,0.0,7719.797806748976
2025-03-27,1836.5847479722229,1707.184854046297,39679.35945454962,0.0,39679.35945454962,65534.998470154314,0.0,3026.3941175411583
2025-03-28,1707.184854046297,2043.093963277777,11942.260007995219,0.0,11942.260007995219,29529.910441851847,0.0,15577.883253024695
2025-03-29,2043.093963277777,1788.0324515555562,11796.667420608483,0.0,11796.667420608483,29071.8808118004,0.0,18952.715892860077
2025-03-30,1788.0324515555562,1869.8391579166696,37899.61749342651,0.0,37899.61749342651,63412.47101693415,0.0,4065.43024718107
2025-03-31,1869.8391579166696,1679.065895703703,38327.12852546766,189.04464154135815,38516.17316700902,63220.66547232509,34.40472514804665,2794.8790140432175
2025-04-01,1679.065895703703,1594.4921069537036,39108.33887898731,6241.860199814423,45350.199078801736,62961.198076718094,950.8194598000036,96.26284862140108
2025-04-02,1594.4921069537036,1638.5995747870345,38960.900474774135,10680.251807629176,49641.15228240331,64066.52767795267,1963.8605416666687,1487.9456831687285
2025-04-03,1638.5995747870345,1741.9384816666695,39860.18578822361,0.0,39860.18578822361,65935.9752571502,0.0,5884.653314053494
2025-04-04,1741.9384816666695,2067.0418300185183,11324.730236643612,0.0,11324.730236643612,28725.64974656378,0.0,19298.388786975313
2025-04-05,2067.0418300185183,1488.7930921481498,11316.307292882488,0.0,11316.307292882488,28107.462971800414,0.0,14081.727115967078
2025-04-06,1488.7930921481498,1777.6121605740746,38949.52355777715,0.0,38949.52355777715,64550.7555769856,0.0,6061.88574868313
2025-04-07,1777.6121605740746,1886.5171778796323,37945.198716729916,0.0,37945.198716729916,63010.60949324074,0.0,6000.136199135806
2025-04-08,1886.5171778796323,1334.0327391574078,37174.86689589181,1840.2563498801942,39015.12324577201,62425.77001252056,332.4187892083294,4947.417265226337
2025-04-09,1334.0327391574078,1447.8074018981479,38209.94847329304,2210.53857895384,40420.487052246885,63580.95497520574,336.6561634250073,668.5280650308625
2025-04-10,1447.8074018981479,1751.2700028796298,37922.14064951305,272.90381661631903,38195.044466129366,64009.50960010288,43.36786431666958,5258.38015079218
2025-04-11,1751.2700028796298,1868.790618981481,11254.265361667298,0.0,11254.265361667298,28263.145249176952,0.0,20234.22515164609
2025-04-12,1868.790618981481,1819.7549632222251,10982.6518480487,0.0,10982.6518480487,28125.60282617284,0.0,16709.923793878595
2025-04-13,1819.7549632222251,1818.1746167777765,37751.20601813243,0.0,37751.20601813243,62791.435400421804,0.0,4597.318928765436
2025-04-14,1818.1746167777765,1857.9650872499988,36783.890531382975,0.0,36783.890531382975,61692.0282621502,0.0,5255.5492134979495
2025-04-15,1857.9650872499988,1758.5304707407413,35817.16108833407,0.0,35817.16108833407,60924.720132273666,0.0,7155.601845934562
2025-04-16,1758.5304707407413,1555.4471889722263,36620.2424166482,0.0,36620.2424166482,60818.02154019546,0.0,1320.6096261625544
2025-04-17,1555.4471889722263,1898.3780222222165,36331.59456006924,0.0,36331.59456006924,61559.279734485586,0.0,4410.987727880661
2025-04-18,1898.3780222222165,2261.7144217037076,10691.150568187617,0.0,10691.150568187617,27039.11428525721,0.0,17824.27336205761
2025-04-19,2261.7144217037076,1891.514784990742,10486.38481897225,0.0,10486.38481897225,26528.21168462963,0.0,17698.423998683124
2025-04-20,1891.514784990742,2039.4458206111124,36328.52457354532,0.0,36328.52457354532,61373.237862633745,0.0,5335.369033775729
2025-04-21,2039.4458206111124,1571.4947852407404,35371.05995500722,0.0,35371.05995500722,60310.87819322016,0.0,8640.95429752058
2025-04-22,1571.4947852407404,1625.7732120648132,35390.04770352267,0.0,35390.04770352267,59721.33276165638,0.0,3731.077387088473
2025-04-23,1625.7732120648132,1827.0381090555522,35996.301753740496,0.0,35996.301753740496,59544.14611234567,0.0,4251.914011615221
2025-04-24,1827.0381090555522,1877.0154460277765,34947.059308981254,0.0,34947.059308981254,59143.76006132717,0.0,8354.655089362135
2025-04-25,1877.0154460277765,1843.854387722224,9817.82938216257,0.0,9817.82938216257,25921.381144022635,0.0,21574.301862479424
2025-04-26,1843.854387722224,1349.5352501203722,9958.913387110335,0.0,9958.913387110335,25734.766516965017,0.0,23792.85870990741
2025-04-27,1349.5352501203722,1601.6868269814809,33175.24682290728,2021.5342862621555,35196.78110916943,56550.08558810699,308.1372283000008,4197.220920555552
2025-04-28,1601.6868269814809,1518.8793989259254,33583.51129285082,26387.030582470754,59970.54187532157,55499.68806896091,4175.1500577249935,112.2907216666672
2025-04-29,1518.8793989259254,1646.815164333334,34266.08837049288,67.32672319573275,34333.415093688614,58478.20639067901,10.173273374997393,7455.518135627573
2025-04-30,1646.815164333334,1550.5889701388899,34291.81111137474,0.0,34291.81111137474,58066.218903281886,0.0,6439.844828899184
2025-05-01,1550.5889701388899,1459.6496475000001,35451.717098306835,12641.105379141973,48092.822477448804,58937.83733347737,2432.2079772416664,6666.035731934164
2025-05-02,1459.6496475000001,1297.589475,10727.859763243454,11015.484555064992,21743.344318308446,26276.48313010288,2304.3004041666654,11944.353249506175
2025-05-03,1297.589475,1200.0,11337.466125216963,4288.265011440931,15625.731136657894,27575.39838839506,978.7830539249995,17315.452423580246
2025-05-04,1200.0,1238.9979,37577.98410392502,4496.657579317245,42074.64168324226,61216.23249333333,880.592207599999,6894.484548024699
2025-05-05,1238.9979,1248.199494,38120.25284052652,3697.814796213263,41818.06763673978,62262.42569315844,656.5452432666646,3899.209674804528
2025-05-06,1248.199494,1372.5231232500003,39351.00971987275,30.194695433342346,39381.20441530609,64240.098494053505,13.351623008331792,7274.966938055559
2025-05-07,1372.5231232500003,1917.7862251222048,39364.26330437215,0.0,39364.26330437215,63221.56510376544,0.0,3752.137340936216
2025-05-08,1917.7862251222048,2142.1265948055566,39386.53339451216,0.0,39386.53339451216,62901.67269773459,0.0,3105.093236980394
2025-05-09,2142.1265948055566,1806.99984075,11683.933742308673,353.7328128033728,12037.666555112046,27761.5392230144,82.93535084999957,17215.814845617282
2025-05-10,1806.99984075,1453.805567203704,12293.67324911962,0.0,12293.67324911962,28549.12174191358,0.0,14402.791442890939
2025-05-11,1453.805567203704,2105.2353905740747,40825.623858066065,284.31290313500193,41109.93676120107,66094.22213856995,42.41014333333362,6320.817542489718
2025-05-12,2105.2353905740747,2744.616690750002,40687.0771991587,0.0,40687.0771991587,65560.86983712274,0.0,9895.721839499276
2025-05-13,2744.616690750002,2376.2268296296293,39387.278994564884,0.0,39387.278994564884,63669.15608092591,0.0,7386.1421966358075
2025-05-14,2376.2268296296293,2177.421830768518,38767.73934998493,0.0,38767.73934998493,63431.99340361861,0.0,7171.276252119348
2025-05-15,2177.421830768518,2581.7739926111126,38228.36147644941,0.0,38228.36147644941,62316.206731121405,0.0,5543.232640823048
2025-05-16,2581.7739926111126,2411.0383919999995,11988.920223772346,0.0,11988.920223772346,27712.57912415,0.0,22944.549465925928
2025-05-17,2411.0383919999995,1896.8707793611115,11994.189041012973,0.0,11994.189041012973,27715.1270047,0.0,15495.048252818931
2025-05-18,1896.8707793611115,2196.217378703704,37999.60915368385,34.428465000000074,38034.03761868385,61604.891098158434,5.236666666666679,3990.319037942386
2025-05-19,2196.217378703704,2239.592288092594,37370.98518301931,502.2614270000015,37873.24661001931,61701.952452139914,72.27683333333357,10839.556638909467
2025-05-20,2239.592288092594,1897.3289632870376,36708.85775002505,0.0,36708.85775002505,59950.51825136831,0.0,2283.3545601234573
2025-05-21,1897.3289632870376,1955.081773685189,38054.825041477205,0.0,38054.825041477205,62131.284491525614,0.0,7423.989699053505
2025-05-22,1955.081773685189,2921.686668351852,37541.66389989905,0.0,37541.66389989905,61451.70910478395,0.0,6211.757204156381
2025-05-23,2921.686668351852,2817.3415491481496,11683.704262059942,0.0,11683.704262059942,27100.203003483333,0.0,18403.405383065845
2025-05-24,2817.3415491481496,2548.360050842593,12051.010511070868,0.0,12051.010511070868,27306.245586599995,0.0,21530.078904444446
2025-05-25,2548.360050842593,2409.31272350926,37262.06243652389,0.0,37262.06243652389,59686.203769146094,0.0,8185.369014238685
2025-05-26,2409.31272350926,2509.6246376759295,36664.025033145226,0.0,36664.025033145226,59316.43188777777,0.0,1073.246758251035
2025-05-27,2509.6246376759295,2068.679698601853,36649.80007344948,0.0,36649.80007344948,60180.420565874476,0.0,7947.705630853912
2025-05-28,2068.679698601853,2270.13988140741,37082.59544349887,0.0,37082.59544349887,59936.43040834362,0.0,3895.4906842798473
2025-05-29,2270.13988140741,2614.1431342962974,37348.514083869144,119.80442173333367,37468.31850560248,60347.96192434155,17.817433333333383,2206.0217711419787
2025-05-30,2614.1431342962974,2836.028944722227,12034.894948416742,0.0,12034.894948416742,27581.092764133333,0.0,18411.73708341564
2025-05-31,2836.028944722227,2505.0206074907414,11637.235056573682,0.0,11637.235056573682,27354.13874141666,0.0,16893.26693069959
2025-06-01,2505.0206074907414,1200.0,41784.99261633813,65634.55793932431,107419.55055566244,62180.921740154314,10659.462143975412,55.884718333332785
2025-06-02,1200.0,1200.0,45259.12196508697,31008.40103283561,76267.52299792258,68643.55819735596,4968.05588245,1016.4341512037038
2025-06-03,1200.0,1200.0,48636.060664093624,4958.742460894744,53594.803124988364,73002.30638764403,942.689919666663,1551.5778624999987
2025-06-04,1200.0,1573.1971704444456,52566.05715814275,261.97530298124974,52828.032461124,77533.54042416665,37.42425583333329,3647.081620133746
2025-06-05,1573.1971704444456,2387.8008247407415,55937.47989738963,195.01329192958326,56132.49318931922,81386.02443038064,28.09116416666666,5321.484989351857
2025-06-06,2387.8008247407415,1316.1702,13953.633696842891,25987.664474279973,39941.298171122864,29186.232257160493,5215.273311916663,2166.4193333333337
2025-06-07,1316.1702,1200.0,15835.729143812918,9397.754946096786,25233.484089909703,32517.69715083333,2057.139758558332,1039.3039915329177
2025-06-08,1200.0,2399.0559974444477,58851.533367886106,0.0,58851.533367886106,87037.55556611111,0.0,17494.565310174905
2025-06-09,2399.0559974444477,2588.745953750004,58694.30771673026,19.18155283333244,58713.48926956359,84479.63725890947,2.7136666666665406,9625.069167726342
2025-06-10,2588.745953750004,2472.6503976666695,58234.1358149708,0.0,58234.1358149708,84024.06771194443,0.0,8765.341789958846
2025-06-11,2472.6503976666695,2648.5696485370386,57140.10920666187,3795.624918988476,60935.73412565035,82945.75562631758,715.3706221083353,2947.5385449999994
2025-06-12,2648.5696485370386,3010.898634203703,57440.4051893229,0.0,57440.4051893229,82859.29576607037,0.0,6105.573423076137
2025-06-13,3010.898634203703,1443.7983966666663,16803.017616849276,956.1460769103144,17759.16369375959,33483.440321532915,173.47018347499898,4465.641512263372
2025-06-14,1443.7983966666663,1744.1322740092585,19544.27373352582,0.0,19544.27373352582,38176.54624205762,0.0,9302.883323971195
2025-06-15,1744.1322740092585,2838.1102569444465,59994.48934245762,0.0,59994.48934245762,87028.00487328188,0.0,11622.736666460909
2025-06-16,2838.1102569444465,2884.008365064815,58982.69655519908,0.0,58982.69655519908,84348.1225972325,0.0,7818.732888137858
2025-06-17,2884.008365064815,2197.2985782407413,58500.11123803387,70.37473912500062,58570.48597715887,84075.63767520575,10.022750000000087,6439.730424372426
2025-06-18,2197.2985782407413,2711.179650185187,59330.521075263794,0.0,59330.521075263794,84838.13929945474,0.0,10066.026391234576
2025-06-19,2711.179650185187,2936.116158398147,57834.30125996175,287.22515645833346,58121.526416420085,84161.39710373456,41.16583333333335,12211.77138778807
2025-06-20,2936.116158398147,3208.9729664259276,19010.036163122735,0.0,19010.036163122735,36622.48388242798,0.0,11793.588507119335
2025-06-21,3208.9729664259276,3113.716789342593,18281.81093283697,0.0,18281.81093283697,35301.98052271666,0.0,13738.658978415639
2025-06-22,3113.716789342593,2641.4510466851866,54393.76833154088,4.501818418749747,54398.27014995963,79333.85117437161,0.641787499999964,8950.899826666664
2025-06-23,2641.4510466851866,2684.4423134537055,53395.23008087694,0.0,53395.23008087694,78964.82114324701,0.0,8134.241801430044
2025-06-24,2684.4423134537055,1820.3401368148159,55031.3435440721,9918.343128876333,64949.68667294843,78781.43074770483,1708.3275848333274,825.7971051646089
2025-06-25,1820.3401368148159,2620.98649588889,56136.100061534904,0.0,56136.100061534904,82590.8246199252,0.0,7473.974652273671
2025-06-26,2620.98649588889,2680.1324031388895,55539.58019029557,332.45109871000227,55872.03128900557,82830.77953734568,47.26088083333366,11617.475136059675
2025-06-27,2680.1324031388895,3130.6759285463,17876.938353506295,0.0,17876.938353506295,35759.104351800415,0.0,13233.455020339516
2025-06-28,3130.6759285463,2910.1732879444467,17565.719461067645,0.0,17565.719461067645,34397.42524405,0.0,10589.368114506176
2025-06-29,2910.1732879444467,2959.8581659814818,55295.30248653729,0.0,55295.30248653729,80199.8225998251,0.0,7261.484078353909
2025-06-30,2959.8581659814818,2474.0205099629648,54064.945632577095,125.26743474708343,54190.21306732418,79728.42562738684,18.035769166666682,6642.194430380664
2025-07-01,2474.0205099629648,1200.0,59580.24720759988,16206.252579346296,75786.49978694618,80849.54804115226,3036.717628044953,2236.10993029836
2025-07-02,1200.0,1216.7146484999998,61652.336611460545,10440.241403441634,72092.57801490217,84658.63354683126,2174.7595824999958,10482.255084814818
2025-07-03,1216.7146484999998,1476.5178239999998,63567.506308031036,8055.639823177945,71623.14613120898,85499.21663900206,1357.0434123583295,2590.6495010390986
2025-07-04,1476.5178239999998,1221.7725,19592.261752413942,25059.817455237917,44652.079207651856,35000.96279970164,5810.723227141666,9760.989533333333
2025-07-05,1221.7725,1200.0,21105.73695716948,17391.13560492848,38496.87256209796,37759.016103467075,3829.553268233336,10365.684405833332
2025-07-06,1200.0,1842.155719796297,63807.08065295791,9393.736265460728,73200.81691841864,85480.70073434166,1072.7267547499973,1798.1732231892988
2025-07-07,1842.155719796297,2737.132520527779,66981.825567113,0.0,66981.825567113,89845.57768782829,0.0,12140.163960658436
2025-07-08,2737.132520527779,2592.729478370371,64588.2828148922,0.0,64588.2828148922,86209.20842191357,0.0,6893.223185308641
2025-07-09,2592.729478370371,2936.1726113425907,64969.68318654959,93.16906900000005,65062.852255549595,87007.99885563507,10.699250000000006,8860.076720637855
2025-07-10,2936.1726113425907,2758.0578498981495,64496.43070934539,0.0,64496.43070934539,86489.83746084908,0.0,10145.83641893004
2025-07-11,2758.0578498981495,1266.3245785648148,22711.831940017688,5049.544815778502,27761.37675579619,38919.72983397119,1296.783997441666,6776.870600833336
2025-07-12,1266.3245785648148,1853.3468593148123,25239.825113285486,0.0,25239.825113285486,43844.67634912551,0.0,9646.35716701646
2025-07-13,1853.3468593148123,2868.3696123333366,63486.2896032873,0.0,63486.2896032873,88204.55357207265,0.0,14358.650612376552
2025-07-14,2868.3696123333366,2642.223959962962,62719.310745364965,11.44348772749951,62730.75423309246,85342.15754957232,1.3524183333332758,10370.239357067907
2025-07-15,2642.223959962962,3136.6349856296283,62771.32577188879,0.0,62771.32577188879,84999.93993695875,0.0,8262.019161018525
2025-07-16,3136.6349856296283,2886.2066930092574,62466.639696615835,159.05021877249885,62625.689915388335,83123.0030132466,19.010364999999865,7794.052363991776
2025-07-17,2886.2066930092574,2836.6601325555566,61222.8420401091,0.0,61222.8420401091,82478.97828681862,0.0,5843.341579476962
2025-07-18,2836.6601325555566,3180.0269170092606,25799.906941222645,0.0,25799.906941222645,44468.63302319999,0.0,10443.166077088477
2025-07-19,3180.0269170092606,2662.654073898147,25747.3049738634,0.0,25747.3049738634,43965.808738025,0.0,14969.6723386214
2025-07-20,2662.654073898147,2838.2105299074065,62882.78519281438,24.950990335834156,62907.73618315021,85691.49554353909,2.93230583333343,9913.51465378601
2025-07-21,2838.2105299074065,2859.2656731481507,63784.30210228891,25.263323944168285,63809.56542623308,85411.8327892211,2.9177483333335203,7740.581901985601
2025-07-22,2859.2656731481507,2664.7030432962965,63251.8248006164,4.230459479999991,63256.0552600964,85815.21340544391,0.5149049999999988,8553.016223405344
2025-07-23,2664.7030432962965,2722.452135879629,62561.30972442038,0.0,62561.30972442038,84891.04173864197,0.0,6748.093680483541
2025-07-24,2722.452135879629,3155.0177237592593,63140.581254958015,0.0,63140.581254958015,85389.35595513374,0.0,7720.732911666674
2025-07-25,3155.0177237592593,3370.1013001759247,25754.06768141126,0.0,25754.06768141126,44299.13631256173,0.0,15255.759285967071
2025-07-26,3370.1013001759247,2872.4894536574084,25413.26017947927,0.0,25413.26017947927,43354.000724008336,0.0,13032.546075370368
2025-07-27,2872.4894536574084,2876.6970487037056,62608.80611745648,0.0,62608.80611745648,85000.50117726861,0.0,7312.881022644031
2025-07-28,2876.6970487037056,2625.624446861111,63221.78533903935,0.0,63221.78533903935,85292.62054094422,0.0,3655.2369209339527
2025-07-29,2625.624446861111,2688.1466839259288,64024.803084007886,261.670551166666,64286.47363517455,86950.70327588159,29.910333333333256,7037.35981702356
2025-07-30,2688.1466839259288,3021.073121527777,64997.66581663691,0.0,64997.66581663691,87340.41670606995,0.0,9260.620421728392
2025-07-31,3021.073121527777,2908.530299324077,63936.60690179067,0.0,63936.60690179067,86835.46978569764,0.0,8573.175444854012
2025-08-01,2908.530299324077,3258.902714870371,25308.387653458572,0.0,25308.387653458572,43670.889241419754,0.0,19774.501556069958
2025-08-02,3258.902714870371,2783.8821856574095,24208.862574322327,0.0,24208.862574322327,42141.49624578333,0.0,19402.593204425302
2025-08-03,2783.8821856574095,1708.5405473888877,57865.984029670304,405.22490238208775,58271.208932052396,80924.52422199691,48.59086083333386,15957.031190452675
2025-08-04,1708.5405473888877,2291.7117422037063,56838.83968368506,0.0,56838.83968368506,78589.38060030865,0.0,9146.027119259266
2025-08-05,2291.7117422037063,2098.6640188981482,54104.20939838189,69.09404105500181,54173.303439436895,74616.55087141975,8.490297500000224,6171.088058353916
2025-08-06,2098.6640188981482,1617.6447752777779,54430.024707956254,6721.2840580653465,61151.3087660216,73874.26939289094,785.3802358103933,3522.934463693422
2025-08-07,1617.6447752777779,2350.8633208425936,54095.908854813024,452.9016103762513,54548.81046518927,74972.26141191358,52.605348333333495,7192.212612366257
2025-08-08,2350.8633208425936,2540.330910324078,22834.858285827624,0.0,22834.858285827624,40848.163377006174,0.0,22437.194175607
2025-08-09,2540.330910324078,2026.9546405185176,22861.6184326329,0.0,22861.6184326329,40351.91940721193,0.0,19582.663731080247
2025-08-10,2026.9546405185176,1894.8756329444457,54287.86320751703,636.3013408762505,54924.16454839328,73996.0463996605,74.10346750000008,5455.840631718112
2025-08-11,1894.8756329444457,1756.8201431666664,51866.48533196094,575.8454719999993,52442.33080396094,72431.74297307614,66.32049999999992,4365.476094866257
2025-08-12,1756.8201431666664,1746.5035245185175,53307.285599125236,7411.164016775509,60718.44961590075,72747.03772802469,885.4906399886764,2425.853088775726
2025-08-13,1746.5035245185175,2258.769117416666,54136.010101399595,78.58784304875155,54214.597944448346,74580.58471781894,9.071142500000178,4426.721358847741
2025-08-14,2258.769117416666,1987.8842899629622,54183.46685666839,1322.6157322526951,55506.08258892108,74367.75931337448,233.79314984166672,5103.148821697532
2025-08-15,1987.8842899629622,1993.087271833334,22813.8707879778,0.0,22813.8707879778,40394.01844653334,0.0,20752.28329315843
2025-08-16,1993.087271833334,1793.5282756944453,22650.44232999937,0.0,22650.44232999937,40095.34769618334,0.0,20971.17039037037
2025-08-17,1793.5282756944453,1843.6758461018524,53010.41346454744,571.9612413412507,53582.374705888695,73459.4954624897,70.48676333333344,6688.933849454735
2025-08-18,1843.6758461018524,1928.2772311944468,52979.54527306575,671.8586436666669,53651.403916732415,72288.00790076131,80.12040000000002,4153.596025195472
2025-08-19,1928.2772311944468,1859.5236486296296,52684.711591616426,1857.1871125850043,54541.89870420143,71684.28517907407,219.99605333333386,4172.583910329215
2025-08-20,1859.5236486296296,1586.3669904907397,53581.70318011691,15479.46051448197,69061.16369459887,72021.73961570987,2318.2478800666654,309.5561508333328
2025-08-21,1586.3669904907397,2119.4547861666674,54283.56719071204,74.1049290275013,54357.672119739545,74974.5965054321,8.638448333333486,5052.424865154324
2025-08-22,2119.4547861666674,1712.3992830833313,22866.94997082398,0.0,22866.94997082398,40460.27031312757,0.0,17059.915447037034
2025-08-23,1712.3992830833313,1842.236830638888,22689.415574989154,0.0,22689.415574989154,41015.635306058335,0.0,15888.831915946497
2025-08-24,1842.236830638888,1981.5513460277805,55102.75228913565,0.0,55102.75228913565,76927.99409133744,0.0,9299.396864166674
2025-08-25,1981.5513460277805,1674.8003365740747,54742.889479329264,1330.691151560623,56073.58063088989,74714.02792191357,156.46458754166156,479.8762177366257
